packet_id,device_time,host_time,ecg
5,599618438343.4606,1780931605590.313,195
5,599618438343.4606,1780931605590.3262,195
5,599618438343.4606,1780931605590.3389,195
5,599618438343.4606,1780931605590.352,211
5,599618438343.4606,1780931605590.365,220
5,599618438343.4606,1780931605590.3772,188
5,599618438343.4606,1780931605590.3909,154
5,599618438343.4606,1780931605590.404,118
5,599618438343.4606,1780931605590.4182,86
5,599618438343.4606,1780931605590.431,102
5,599618438343.4606,1780931605590.445,125
5,599618438343.4606,1780931605590.458,125
5,599618438343.4606,1780931605590.471,156
5,599618438343.4606,1780931605590.483,300
5,599618438343.4606,1780931605590.496,584
5,599618438343.4606,1780931605590.509,757
5,599618438343.4606,1780931605590.522,357
5,599618438343.4606,1780931605590.535,-375
5,599618438343.4606,1780931605590.547,-552
5,599618438343.4606,1780931605590.56,-127
5,599618438343.4606,1780931605590.574,186
5,599618438343.4606,1780931605590.586,222
5,599618438343.4606,1780931605590.599,236
5,599618438343.4606,1780931605590.6118,259
5,599618438343.4606,1780931605590.625,259
5,599618438343.4606,1780931605590.638,263
5,599618438343.4606,1780931605590.658,270
5,599618438343.4606,1780931605590.6711,241
5,599618438343.4606,1780931605590.6838,181
5,599618438343.4606,1780931605590.697,159
5,599618438343.4606,1780931605590.71,175
5,599618438343.4606,1780931605590.7231,193
5,599618438343.4606,1780931605590.7349,216
5,599618438343.4606,1780931605590.748,238
5,599618438343.4606,1780931605590.762,241
5,599618438343.4606,1780931605590.775,252
5,599618438343.4606,1780931605590.7878,282
5,599618438343.4606,1780931605590.8,297
5,599618438343.4606,1780931605590.8142,318
5,599618438343.4606,1780931605590.826,343
5,599618438343.4606,1780931605590.8389,350
5,599618438343.4606,1780931605590.852,363
5,599618438343.4606,1780931605590.865,400
5,599618438343.4606,1780931605590.878,429
5,599618438343.4606,1780931605590.8909,452
5,599618438343.4606,1780931605590.905,484
5,599618438343.4606,1780931605590.919,509
5,599618438343.4606,1780931605590.931,509
5,599618438343.4606,1780931605590.944,461
5,599618438343.4606,1780931605590.956,413
5,599618438343.4606,1780931605590.969,404
5,599618438343.4606,1780931605591.007,368
5,599618438343.4606,1780931605591.02,288
5,599618438343.4606,1780931605591.032,225
5,599618438343.4606,1780931605591.045,181
5,599618438343.4606,1780931605591.058,150
5,599618438343.4606,1780931605591.0698,134
5,599618438343.4606,1780931605591.083,106
5,599618438343.4606,1780931605591.096,79
5,599618438343.4606,1780931605591.1082,90
5,599618438343.4606,1780931605591.1208,113
5,599618438343.4606,1780931605591.135,111
5,599618438343.4606,1780931605591.148,104
6,599618438904.997,1780931606130.25,116
6,599618438904.997,1780931606130.268,131
6,599618438904.997,1780931606130.2742,136
6,599618438904.997,1780931606130.2878,136
6,599618438904.997,1780931606130.2942,143
6,599618438904.997,1780931606130.301,134
6,599618438904.997,1780931606130.307,100
6,599618438904.997,1780931606130.313,90
6,599618438904.997,1780931606130.32,95
6,599618438904.997,1780931606130.327,79
6,599618438904.997,1780931606130.333,88
6,599618438904.997,1780931606130.3389,90
6,599618438904.997,1780931606130.3452,27
6,599618438904.997,1780931606130.351,-6
6,599618438904.997,1780931606130.357,36
6,599618438904.997,1780931606130.363,63
6,599618438904.997,1780931606130.3699,61
6,599618438904.997,1780931606130.3762,68
6,599618438904.997,1780931606130.382,79
6,599618438904.997,1780931606130.395,90
6,599618438904.997,1780931606130.402,102
6,599618438904.997,1780931606130.408,118
6,599618438904.997,1780931606130.414,129
6,599618438904.997,1780931606130.42,129
6,599618438904.997,1780931606130.426,129
6,599618438904.997,1780931606130.432,136
6,599618438904.997,1780931606130.438,116
6,599618438904.997,1780931606130.444,86
6,599618438904.997,1780931606130.45,100
6,599618438904.997,1780931606130.456,118
6,599618438904.997,1780931606130.462,102
6,599618438904.997,1780931606130.467,111
6,599618438904.997,1780931606130.473,134
6,599618438904.997,1780931606130.479,136
6,599618438904.997,1780931606130.485,134
6,599618438904.997,1780931606130.491,122
6,599618438904.997,1780931606130.497,104
6,599618438904.997,1780931606130.503,120
6,599618438904.997,1780931606130.5088,138
6,599618438904.997,1780931606130.5151,141
6,599618438904.997,1780931606130.521,138
6,599618438904.997,1780931606130.527,131
6,599618438904.997,1780931606130.532,136
6,599618438904.997,1780931606130.538,154
6,599618438904.997,1780931606130.544,168
6,599618438904.997,1780931606130.5498,170
6,599618438904.997,1780931606130.555,156
6,599618438904.997,1780931606130.561,131
6,599618438904.997,1780931606130.5671,125
6,599618438904.997,1780931606130.573,141
6,599618438904.997,1780931606130.579,170
6,599618438904.997,1780931606130.585,204
6,599618438904.997,1780931606130.5908,220
6,599618438904.997,1780931606130.596,216
6,599618438904.997,1780931606130.6018,206
6,599618438904.997,1780931606130.6082,195
6,599618438904.997,1780931606130.614,179
6,599618438904.997,1780931606130.62,184
6,599618438904.997,1780931606130.626,181
6,599618438904.997,1780931606130.6318,143
6,599618438904.997,1780931606130.761,109
6,599618438904.997,1780931606130.782,116
6,599618438904.997,1780931606130.792,131
6,599618438904.997,1780931606130.8,125
6,599618438904.997,1780931606130.807,118
6,599618438904.997,1780931606130.813,127
6,599618438904.997,1780931606130.82,122
6,599618438904.997,1780931606130.827,81
6,599618438904.997,1780931606130.833,68
6,599618438904.997,1780931606130.839,97
6,599618438904.997,1780931606130.845,113
6,599618438904.997,1780931606130.851,113
6,599618438904.997,1780931606130.858,120
7,599618439466.5332,1780931606713.451,125
7,599618439466.5332,1780931606713.472,181
7,599618439466.5332,1780931606713.48,393
7,599618439466.5332,1780931606713.488,666
7,599618439466.5332,1780931606713.4958,557
7,599618439466.5332,1780931606713.5042,-109
7,599618439466.5332,1780931606713.511,-623
7,599618439466.5332,1780931606713.519,-395
7,599618439466.5332,1780931606713.5269,34
7,599618439466.5332,1780931606713.5342,102
7,599618439466.5332,1780931606713.543,45
7,599618439466.5332,1780931606713.551,109
7,599618439466.5332,1780931606713.5579,147
7,599618439466.5332,1780931606713.5662,122
7,599618439466.5332,1780931606713.573,111
7,599618439466.5332,1780931606713.5798,95
7,599618439466.5332,1780931606713.5872,90
7,599618439466.5332,1780931606713.595,120
7,599618439466.5332,1780931606713.602,147
7,599618439466.5332,1780931606713.609,152
7,599618439466.5332,1780931606713.6172,154
7,599618439466.5332,1780931606713.624,156
7,599618439466.5332,1780931606713.6309,166
7,599618439466.5332,1780931606713.6382,191
7,599618439466.5332,1780931606713.645,220
7,599618439466.5332,1780931606713.6519,238
7,599618439466.5332,1780931606713.66,243
7,599618439466.5332,1780931606713.667,250
7,599618439466.5332,1780931606713.674,277
7,599618439466.5332,1780931606713.681,311
7,599618439466.5332,1780931606713.688,332
7,599618439466.5332,1780931606713.695,345
7,599618439466.5332,1780931606713.703,341
7,599618439466.5332,1780931606713.71,322
7,599618439466.5332,1780931606713.717,341
7,599618439466.5332,1780931606713.7239,354
7,599618439466.5332,1780931606713.731,329
7,599618439466.5332,1780931606713.738,327
7,599618439466.5332,1780931606713.746,334
7,599618439466.5332,1780931606713.752,288
7,599618439466.5332,1780931606713.76,250
7,599618439466.5332,1780931606713.767,232
7,599618439466.5332,1780931606713.789,191
7,599618439466.5332,1780931606713.797,143
7,599618439466.5332,1780931606713.804,97
7,599618439466.5332,1780931606713.811,65
7,599618439466.5332,1780931606713.818,63
7,599618439466.5332,1780931606713.826,75
7,599618439466.5332,1780931606713.833,79
7,599618439466.5332,1780931606713.84,75
7,599618439466.5332,1780931606713.847,63
7,599618439466.5332,1780931606713.854,61
7,599618439466.5332,1780931606713.861,79
7,599618439466.5332,1780931606713.868,93
7,599618439466.5332,1780931606713.875,106
7,599618439466.5332,1780931606713.882,118
7,599618439466.5332,1780931606713.889,84
7,599618439466.5332,1780931606713.898,50
7,599618439466.5332,1780931606713.905,72
7,599618439466.5332,1780931606713.913,104
7,599618439466.5332,1780931606713.9202,106
7,599618439466.5332,1780931606713.927,93
7,599618439466.5332,1780931606713.9338,65
7,599618439466.5332,1780931606713.9412,50
7,599618439466.5332,1780931606713.948,47
7,599618439466.5332,1780931606713.956,54
7,599618439466.5332,1780931606713.9631,77
7,599618439466.5332,1780931606713.971,86
7,599618439466.5332,1780931606713.978,65
7,599618439466.5332,1780931606713.9849,65
7,599618439466.5332,1780931606713.9922,100
7,599618439466.5332,1780931606713.999,125
7,599618439466.5332,1780931606714.0059,125
8,599618440028.0695,1780931607254.441,113
8,599618440028.0695,1780931607254.468,109
8,599618440028.0695,1780931607254.479,113
8,599618440028.0695,1780931607254.483,84
8,599618440028.0695,1780931607254.486,34
8,599618440028.0695,1780931607254.489,36
8,599618440028.0695,1780931607254.492,40
8,599618440028.0695,1780931607254.4949,6
8,599618440028.0695,1780931607254.498,18
8,599618440028.0695,1780931607254.504,61
8,599618440028.0695,1780931607254.506,72
8,599618440028.0695,1780931607254.509,70
8,599618440028.0695,1780931607254.5112,47
8,599618440028.0695,1780931607254.514,22
8,599618440028.0695,1780931607254.517,38
8,599618440028.0695,1780931607254.519,79
8,599618440028.0695,1780931607254.522,90
8,599618440028.0695,1780931607254.524,88
8,599618440028.0695,1780931607254.527,90
8,599618440028.0695,1780931607254.529,88
8,599618440028.0695,1780931607254.532,100
8,599618440028.0695,1780931607254.534,129
8,599618440028.0695,1780931607254.537,131
8,599618440028.0695,1780931607254.54,97
8,599618440028.0695,1780931607254.542,54
8,599618440028.0695,1780931607254.545,34
8,599618440028.0695,1780931607254.547,47
8,599618440028.0695,1780931607254.55,79
8,599618440028.0695,1780931607254.552,100
8,599618440028.0695,1780931607254.555,97
8,599618440028.0695,1780931607254.557,88
8,599618440028.0695,1780931607254.56,111
8,599618440028.0695,1780931607254.562,136
8,599618440028.0695,1780931607254.565,113
8,599618440028.0695,1780931607254.567,97
8,599618440028.0695,1780931607254.57,127
8,599618440028.0695,1780931607254.573,138
8,599618440028.0695,1780931607254.575,125
8,599618440028.0695,1780931607254.5781,118
8,599618440028.0695,1780931607254.58,111
8,599618440028.0695,1780931607254.5828,120
8,599618440028.0695,1780931607254.585,136
8,599618440028.0695,1780931607254.588,134
8,599618440028.0695,1780931607254.59,125
8,599618440028.0695,1780931607254.5928,102
8,599618440028.0695,1780931607254.595,70
8,599618440028.0695,1780931607254.598,77
8,599618440028.0695,1780931607254.6,106
8,599618440028.0695,1780931607254.603,120
8,599618440028.0695,1780931607254.605,122
8,599618440028.0695,1780931607254.608,138
8,599618440028.0695,1780931607254.611,168
8,599618440028.0695,1780931607254.613,236
8,599618440028.0695,1780931607254.616,427
8,599618440028.0695,1780931607254.618,661
8,599618440028.0695,1780931607254.628,484
8,599618440028.0695,1780931607254.631,-211
8,599618440028.0695,1780931607254.633,-655
8,599618440028.0695,1780931607254.636,-386
8,599618440028.0695,1780931607254.639,20
8,599618440028.0695,1780931607254.641,136
8,599618440028.0695,1780931607254.6438,154
8,599618440028.0695,1780931607254.646,202
8,599618440028.0695,1780931607254.649,216
8,599618440028.0695,1780931607254.652,213
8,599618440028.0695,1780931607254.6538,197
8,599618440028.0695,1780931607254.657,159
8,599618440028.0695,1780931607254.659,152
8,599618440028.0695,1780931607254.662,181
8,599618440028.0695,1780931607254.664,195
8,599618440028.0695,1780931607254.667,197
8,599618440028.0695,1780931607254.669,213
8,599618440028.0695,1780931607254.672,234
9,599618440589.616,1780931607837.875,241
9,599618440589.616,1780931607837.898,250
9,599618440589.616,1780931607837.907,268
9,599618440589.616,1780931607837.915,263
9,599618440589.616,1780931607837.923,238
9,599618440589.616,1780931607837.931,243
9,599618440589.616,1780931607837.94,277
9,599618440589.616,1780931607837.9468,309
9,599618440589.616,1780931607837.955,334
9,599618440589.616,1780931607837.962,336
9,599618440589.616,1780931607837.969,325
9,599618440589.616,1780931607837.977,345
9,599618440589.616,1780931607837.9841,386
9,599618440589.616,1780931607837.991,393
9,599618440589.616,1780931607837.999,373
9,599618440589.616,1780931607838.006,363
9,599618440589.616,1780931607838.016,363
9,599618440589.616,1780931607838.023,345
9,599618440589.616,1780931607838.031,297
9,599618440589.616,1780931607838.038,257
9,599618440589.616,1780931607838.045,229
9,599618440589.616,1780931607838.053,172
9,599618440589.616,1780931607838.0598,120
9,599618440589.616,1780931607838.0798,120
9,599618440589.616,1780931607838.0881,113
9,599618440589.616,1780931607838.095,84
9,599618440589.616,1780931607838.103,61
